pdw_id,time_slot,toa,centre_frequency,pulse_width,aoa,amplitude,emitter_id,band,active
0,0,0.44132330216197024,1923.561393237109,2.3828936784602828,15.12241202836541,36.79128197255073,0,1,1
1,0,0.7506941139107388,1888.4551237540456,0.8459068082239739,17.86739018106605,45.51759189945131,0,1,1
2,0,0.9096943892946577,1819.6307181190416,2.7214563558312412,21.168773355630115,38.56283014846705,0,1,1
3,0,0.5524013955352014,1538.8875519544208,2.734604164379972,19.875185222534366,41.26055054581896,0,1,1
4,0,0.3603449294046736,4477.817843807134,2.911427027569934,45.929180444592234,46.59146579804708,1,6,1
5,0,0.4680521635779528,4029.201022641019,0.9165816285823791,48.07705250751971,56.56659040348185,1,6,1
6,0,0.9488093431368416,4165.699473338866,1.5002412062941461,48.53994855643874,52.51588917088357,1,6,1
7,0,0.14472464512205277,4238.241184293352,1.1126552424373872,48.62648196956175,50.97301668481377,1,6,1
8,0,0.819371068215524,4346.928309369088,1.3433899317315108,45.33622573177826,48.92864529226688,1,6,1
9,0,0.3919792438689675,4147.5508023022385,2.342737860732434,47.558988871936705,50.71565425228758,1,6,1
10,0,0.027067778960965294,4388.871398711035,2.295097312798487,43.357110450360835,46.721315134570794,1,6,1
11,0,0.46055914451680635,4283.270738841201,0.8774518949446751,50.73735327808599,44.536675537227026,1,6,1
12,0,0.4722523578974072,4281.574275536896,2.565496915023269,47.40688266276251,50.344889325437116,1,6,1
13,0,0.556838874315597,4155.1118474623045,0.5832081533334363,45.844120518338585,51.431903525028616,1,6,1
14,0,0.8392669503374395,1121.2267111588249,0.6574174025604782,75.24290186013441,54.56970294428226,2,0,1
15,0,0.6554398541378192,1277.6035617331786,2.6165251645873164,75.56397598491834,52.76261384111905,2,0,1
16,0,0.8014595692793932,1088.8148932353288,0.5613225974614233,73.04565526500417,49.21664141764384,2,0,1
17,0,0.46340214104133187,1086.0555410522634,1.8528208927790817,75.20186664726478,55.78612470411978,2,0,1
18,0,0.4483100245510695,1192.4142734306974,1.3140826406992667,73.800704472734,47.25066226416788,2,0,1
19,0,0.10414392254345696,1065.1148566263294,3.0971236942836895,74.99943556680859,50.378083778559756,2,0,1
20,0,0.2752351630011388,2477.0813666362983,2.6026274407076455,102.84378892116771,56.26552927996049,3,2,1
21,0,0.2813518993713527,2054.653225682294,2.9370264706683726,103.10077034364349,53.0907183072306,3,2,1
22,0,0.3137183591846264,2288.3422713678774,0.9772865139359257,97.38485536402887,60.28851803085548,3,2,1
23,0,0.7106844377128994,2217.13303125115,2.1937338698965965,105.00444722830228,59.0425774901079,3,2,1
24,0,0.10106654829429353,2209.2507826505753,0.6123582694271097,104.39796893810109,63.340444983658315,3,2,1
25,0,0.158743221311405,2058.047036377715,2.0866403448798225,99.40062116812562,56.2936962343779,3,2,1
26,0,0.5778186941123792,2175.8849853948614,2.0954718269998254,100.44444325725307,54.11677482198937,3,2,1
27,0,0.09942079992554102,2743.5426321256696,1.8249088847572066,129.03602358319,62.04184751987254,4,3,1
28,0,0.47454982501467563,2637.2162209364765,1.395236292824891,126.96160684955079,63.55161280376077,4,3,1
29,0,0.04074759668511721,2907.925291310069,2.9196340839673702,127.60341290740328,61.85738498869675,4,3,1
30,0,0.12423271149002581,2833.3642050312687,1.2593312163653225,128.70171691737858,73.07171965431954,4,3,1
31,0,0.7579015922409508,2560.146617842654,2.9732319818715416,125.03764058395744,62.139532951070514,4,3,1
32,0,0.552658370615824,2687.5263853894203,2.7404323064575156,130.09622300934086,62.388291287651896,4,3,1
33,0,0.9347834192669552,2648.8042336598173,1.8906542489256293,127.89809368466142,63.380849218282435,4,3,1
34,0,0.17802350487873742,2529.736739785887,1.6747620620082024,124.80515606420096,66.69035167088848,4,3,1
35,0,0.7386636986786712,3439.143565585206,2.9123059271842306,155.71456534900636,77.2240069668273,5,4,1
36,0,0.7611319348265485,3328.2440513731963,1.5088758679590173,156.07189109615405,78.14302396798396,5,4,1
37,0,0.2719620952859501,3461.417564858349,1.150620552515349,159.12731983057813,78.8946628831332,5,4,1
38,0,0.16715294395951427,3094.7658611483457,2.1183335371062775,152.2323857948913,68.4210919241767,5,4,1
39,0,0.7663086447115305,3478.3639902135083,1.8520012027463244,154.59139275368872,73.35029819519573,5,4,1
40,0,0.24046978879890102,3071.801953408676,2.3296784187547153,149.87456974742244,71.80512639227953,5,4,1
41,0,0.686491938217171,3289.2604388629165,1.0393942594821555,154.16469139824798,75.66361016942405,5,4,1
42,0,0.72942464375892,3071.4319517537397,0.8341352698559305,156.22128546862317,70.06332226666568,5,4,1
43,0,0.30891074410970215,3244.474677950142,2.2897333744616724,158.34349526860686,71.3819772830004,5,4,1
44,0,0.9078160921395461,3020.031993830948,1.9990347142824267,155.44143339613427,67.66244771106653,5,4,1
45,0,0.15472601318135612,3210.851330549091,3.108826162786591,159.69211152820418,68.58702659776472,5,4,1
46,1,1.4686863374930799,1887.8255094380588,0.5481593167378669,23.014634052220583,39.083664649025565,0,1,1
47,1,1.7849444047921552,1620.598119111754,1.9330778946174445,17.34396397035109,39.88224229053571,0,1,1
48,1,1.3792166816708953,1714.1269298047787,2.2602137690659303,15.605679021608422,36.13181901843604,0,1,1
49,1,1.2579259804333038,1622.5445836908293,2.5142385566573053,24.592283820803285,53.62026867696163,0,1,1
50,1,1.0838965026769711,1795.7058932581226,0.8946677593202854,24.32174411101398,38.05257168628705,0,1,1
51,1,1.1581170556522968,1953.749708683926,0.9469356513852512,19.059609821924752,41.46470814193584,0,1,1
52,1,1.1308704611187408,1518.235639906837,0.6495676047435023,20.58042472406564,39.778691124723935,0,1,1
53,1,1.5874980634665323,1837.4658309709612,1.5628022334464764,20.879391020998007,42.21262139031147,0,1,1
54,1,1.8600047445452241,1919.9477073819476,0.6173826674345383,19.756783503966275,50.37267323572238,0,1,1
55,1,1.5683833456730618,1709.4710140403452,0.6329861238045038,17.218971320041454,46.76457181235546,0,1,1
56,1,1.0698833918065,4455.623464604742,0.7676054822656639,49.31859620389545,49.81768135285745,1,6,1
